,URL,N_area_greater_HardCutoff,N_area_greater_floor,N_skin_pix_filled_greater_floor,N_amt_horiz_vert_lines_less_ceil,N_hull_filled_greater_floor,percent_area_gr_HardCutoff,percent_area_gr_floor,percent_area_skinpix_gr_floor,percent_area_horiz_vert_less_ceil,percent_area_hull_filled_gr_floor
95,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/1389220_727368170624205_1464750325_n.jpg,15.0,1.0,3.0,1.0,7.0,0.04690185546875,0.0300927734375,0.0021142578125,0.0300927734375,0.04017822265625
96,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/925097_1452569014969771_1998580099_n.jpg,27.0,0.0,5.0,0.0,11.0,0.0253759765625,0.0,0.009951171875,0.0,0.00730712890625
97,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/1390257_1424048837811845_1933161262_n.jpg,17.0,0.0,5.0,0.0,2.0,0.0148291015625,0.0,0.0082373046875,0.0,0.0008154296875
98,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/1173035_1394511770790190_1019689823_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/916927_481011198678880_1303342521_n.jpg,38.0,1.0,8.0,0.0,3.0,0.0292041015625,0.0080810546875,0.01551025390625,0.0,0.0086669921875
100,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/1170042_619457224767127_171153389_n.jpg,5.0,0.0,0.0,0.0,0.0,0.00209716796875,0.0,0.0,0.0,0.0
101,http://scontent-a.cdninstagram.com/hphotos-xfp1/t51.2885-15/1170243_382139248585338_1366791167_n.jpg,31.0,1.0,8.0,0.0,6.0,0.0778125,0.04934326171875,0.01313232421875,0.0,0.0107421875
102,http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/926901_179531445572591_1200259860_n.jpg,46.0,5.0,9.0,1.0,10.0,0.18011962890625,0.1406005859375,0.1313623046875,0.027578125,0.0537158203125
103,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/916916_529861113758495_642764833_n.jpg,12.0,2.0,2.0,0.0,2.0,0.0221875,0.01708740234375,0.01708740234375,0.0,0.00085205078125
104,http://scontent-a.cdninstagram.com/hphotos-xaf1/outbound-distilleryimage7/t0.0-17/OBPTH/daed8de839ed11e39b8622000ab5b9d2_8.jpg,8.0,0.0,0.0,0.0,0.0,0.0039013671875,0.0,0.0,0.0,0.0
105,http://scontent-a.cdninstagram.com/hphotos-xpa1/outbound-distilleryimage3/t0.0-17/OBPTH/fa009ce828bd11e3ae7f22000ae912b7_7.jpg,37.0,5.0,9.0,0.0,4.0,0.08259910718099876,0.047364261608782945,0.03767781622452903,0.0,0.0063490537827331365
106,http://scontent-b.cdninstagram.com/hphotos-xpf1/outbound-distilleryimage6/t0.0-17/OBPTH/9c09eb6a227a11e3bd9b22000aa82186_7.jpg,64.0,5.0,11.0,0.0,16.0,0.11314291511811696,0.04489192191037635,0.03664722969797941,0.0,0.0415278311760434
107,http://scontent-b.cdninstagram.com/hphotos-xpa1/t51.2885-15/10514029_343932539092179_1783378918_n.jpg,9.0,0.0,1.0,0.0,1.0,0.0036767578125,0.0,0.00071533203125,0.0,0.00041015625
108,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/891374_635559033198616_1410656693_n.jpg,11.0,0.0,1.0,0.0,0.0,0.006640625,0.0,0.000712890625,0.0,0.0
109,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/915430_386371411500627_1393597313_n.jpg,14.0,0.0,3.0,0.0,2.0,0.011552734375,0.0,0.005947265625,0.0,0.00516357421875
110,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/916049_1421262244803348_1533314280_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/927664_545567658893597_795117474_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/10251512_409607179182453_58419060_n.jpg,24.0,3.0,5.0,1.0,7.0,0.08283405954974582,0.062099513007817506,0.021829210987227135,0.02692874535435089,0.03200158058866248
113,http://scontent-b.cdninstagram.com/hphotos-prn/t51.2885-15/1515824_689509874439883_901209614_n.jpg,13.0,0.0,0.0,0.0,2.0,0.01638916015625,0.0,0.0,0.0,0.00570068359375
114,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/10296999_1458898271012378_890283967_n.jpg,2.0,0.0,0.0,0.0,0.0,0.0007861328125,0.0,0.0,0.0,0.0
115,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/10254088_295312337298528_2132776170_n.jpg,1.0,0.0,0.0,0.0,0.0,0.00028076171875,0.0,0.0,0.0,0.0
116,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/927635_1457155104521242_206537480_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/10245907_1486144858268228_1212028632_n.jpg,12.0,2.0,0.0,0.0,1.0,0.03603759765625,0.022900390625,0.0,0.0,0.0002880859375
118,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/1515821_242509162600515_808298125_n.jpg,46.0,9.0,12.0,1.0,14.0,0.11877197265625,0.0800390625,0.03887451171875,0.01466064453125,0.04595703125
119,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/1515680_1481043725440392_506028995_n.jpg,1.0,0.0,1.0,0.0,1.0,0.00196044921875,0.0,0.00196044921875,0.0,0.00196044921875
120,http://scontent-a.cdninstagram.com/hphotos-xfp1/t51.2885-15/1171075_235053436700587_1055342873_n.jpg,3.0,0.0,0.0,0.0,1.0,0.00130615234375,0.0,0.0,0.0,0.000244140625
121,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/923590_575916445837415_585460592_n.jpg,13.0,0.0,0.0,0.0,0.0,0.007080078125,0.0,0.0,0.0,0.0
122,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/891269_227851197412400_566983939_n.jpg,8.0,0.0,1.0,0.0,1.0,0.00403564453125,0.0,0.00060791015625,0.0,0.00025634765625
123,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/1530748_658633844172783_1034554015_n.jpg,7.0,0.0,0.0,0.0,0.0,0.0024755859375,0.0,0.0,0.0,0.0
124,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/928179_614658648618932_1897089898_n.jpg,11.0,0.0,2.0,1.0,4.0,0.00931640625,0.0,0.00234130859375,0.00355224609375,0.00609130859375
125,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1515772_1416477888611679_1101414613_n.jpg,41.0,8.0,13.0,3.0,16.0,0.1820654296875,0.15408935546875,0.06384765625,0.10779296875,0.1436376953125
126,http://scontent-a.cdninstagram.com/hphotos-xfp1/t51.2885-15/10005195_229424500586578_102291133_n.jpg,2.0,0.0,0.0,0.0,0.0,0.00063720703125,0.0,0.0,0.0,0.0
127,http://scontent-a.cdninstagram.com/hphotos-xfa1/outbound-distilleryimage1/t0.0-17/OBPTH/3715fefeb31811e3bd4512b013ef2e65_8.jpg,46.0,5.0,6.0,1.0,20.0,0.08945556640625,0.0541357421875,0.01189208984375,0.01158935546875,0.0275
128,http://scontent-a.cdninstagram.com/hphotos-xaf1/outbound-distilleryimage5/t0.0-17/OBPTH/22a688c6b31311e38e680eefc58c9491_8.jpg,9.0,0.0,1.0,0.0,1.0,0.004150390625,0.0,0.000615234375,0.0,0.000615234375
129,http://scontent-a.cdninstagram.com/hphotos-xaf1/outbound-distilleryimage0/t0.0-17/OBPTH/03ef5f44aee411e3a16f125d873e46fc_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,http://scontent-b.cdninstagram.com/hphotos-xfp1/outbound-distilleryimage2/t0.0-17/OBPTH/aade25b6ae1b11e3ad2a120ba9972426_8.jpg,10.0,0.0,2.0,0.0,1.0,0.01256591796875,0.0,0.004345703125,0.0,0.0040185546875
131,http://scontent-a.cdninstagram.com/hphotos-xfa1/outbound-distilleryimage11/t0.0-17/OBPTH/f287ef3eabbc11e3bb58123c1ed3b867_8.jpg,3.0,0.0,1.0,0.0,1.0,0.00158203125,0.0,0.0004833984375,0.0,0.0004833984375
132,http://scontent-a.cdninstagram.com/hphotos-xpa1/outbound-distilleryimage6/t0.0-17/OBPTH/e8d415ccabb111e3a801121e0f202bd6_8.jpg,15.0,0.0,3.0,0.0,2.0,0.01226806640625,0.0,0.00429931640625,0.0,0.00225830078125
133,http://scontent-a.cdninstagram.com/hphotos-xaf1/outbound-distilleryimage1/t0.0-17/OBPTH/8c82e618a99f11e3a4731258af5d1291_8.jpg,29.0,0.0,6.0,0.0,1.0,0.03289794921875,0.0,0.01524658203125,0.0,0.00135986328125
134,http://scontent-b.cdninstagram.com/hphotos-xpf1/outbound-distilleryimage6/t0.0-17/OBPTH/67f9ea30a7c411e3a6c60e5dac1793be_8.jpg,10.0,1.0,1.0,0.0,7.0,0.01835205078125,0.011484375,0.001298828125,0.0,0.01679931640625
135,http://scontent-a.cdninstagram.com/hphotos-xfa1/outbound-distilleryimage11/t0.0-17/OBPTH/79cb8918a16011e3a71a12e0d8b1a977_8.jpg,11.0,1.0,1.0,0.0,2.0,0.01522216796875,0.0068701171875,0.0024072265625,0.0,0.00856201171875
136,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1741067_614730291939498_201900307_n.jpg,7.0,1.0,1.0,0.0,0.0,0.00814453125,0.00536865234375,0.00536865234375,0.0,0.0
137,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/1737142_614877925255296_1810242884_n.jpg,10.0,0.0,2.0,0.0,5.0,0.0059423828125,0.0,0.00182373046875,0.0,0.00317138671875
138,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/1922398_1469337993290027_1762204162_n.jpg,9.0,0.0,1.0,0.0,4.0,0.00601318359375,0.0,0.00040771484375,0.0,0.001796875
139,http://scontent-a.cdninstagram.com/hphotos-xaf1/t51.2885-15/915519_1387398838194752_29473282_n.jpg,18.0,0.0,3.0,0.0,1.0,0.00985595703125,0.0,0.0022412109375,0.0,0.00027587890625
140,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/924265_1402540366670918_1396735235_n.jpg,37.0,1.0,15.0,0.0,6.0,0.037431640625,0.00500244140625,0.01977783203125,0.0,0.00954345703125
141,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/1742720_814694151880440_972265176_n.jpg,26.0,3.0,5.0,0.0,3.0,0.049150390625,0.027001953125,0.01990234375,0.0,0.0062109375
142,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/1724750_1419228348322493_793137554_n.jpg,32.0,0.0,4.0,0.0,11.0,0.02592529296875,0.0,0.0030517578125,0.0,0.007236328125
143,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/1741984_633432546693748_86658121_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,http://scontent-b.cdninstagram.com/hphotos-xpf1/outbound-distilleryimage10/t0.0-17/OBPTH/aea3168a816a11e39ffa0e299d2480e2_8.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
145,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/926616_728342210522935_2094772018_n.jpg,13.0,0.0,3.0,0.0,1.0,0.00679931640625,0.0,0.00153564453125,0.0,0.000712890625
146,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1516691_451434018290972_1362403267_n.jpg,56.0,0.0,8.0,0.0,7.0,0.03997314453125,0.0,0.00721923828125,0.0,0.00713623046875
147,http://scontent-a.cdninstagram.com/hphotos-xpa1/t51.2885-15/1168445_495788163863337_814401853_n.jpg,14.0,0.0,4.0,0.0,6.0,0.01774169921875,0.0,0.00927978515625,0.0,0.0097119140625
148,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/1597280_448554878600120_2088835669_n.jpg,39.0,2.0,12.0,0.0,7.0,0.05412353515625,0.0203955078125,0.038408203125,0.0,0.00663330078125
149,http://scontent-b.cdninstagram.com/hphotos-xfp1/t51.2885-15/1516625_573679136040860_1127065522_n.jpg,22.0,3.0,4.0,1.0,5.0,0.07154296875,0.06076171875,0.04474365234375,0.02102783203125,0.0439794921875
150,http://scontent-a.cdninstagram.com/hphotos-xfp1/t51.2885-15/1515556_1401346953445880_1188685976_n.jpg,43.0,2.0,7.0,0.0,8.0,0.08352294921875,0.053388671875,0.05671875,0.0,0.01009765625
151,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/1527636_341724295967339_947832970_n.jpg,3.0,0.0,0.0,0.0,0.0,0.00141845703125,0.0,0.0,0.0,0.0
152,http://scontent-b.cdninstagram.com/hphotos-xfa1/t51.2885-15/917822_194015740801859_398147913_n.jpg,1.0,0.0,0.0,0.0,0.0,0.0002734375,0.0,0.0,0.0,0.0
153,http://scontent-a.cdninstagram.com/hphotos-xfp1/t51.2885-15/1172232_392946690841282_90902696_n.jpg,11.0,0.0,1.0,0.0,1.0,0.00611328125,0.0,0.00042236328125,0.0,0.00037109375
154,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/1517328_339363896205211_1827913319_n.jpg,3.0,0.0,2.0,0.0,0.0,0.00141357421875,0.0,0.00080810546875,0.0,0.0
155,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/1527504_192148584321639_1438609390_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
156,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1516493_496277243821475_589880008_n.jpg,8.0,1.0,0.0,0.0,1.0,0.01440185546875,0.01060546875,0.0,0.0,0.01060546875
157,http://scontent-b.cdninstagram.com/hphotos-xap1/t51.2885-15/1530694_192334797625893_776509412_n.jpg,28.0,0.0,5.0,0.0,2.0,0.01827392578125,0.0,0.00531005859375,0.0,0.00363037109375
158,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/1516776_767294609951371_289999765_n.jpg,75.0,0.0,14.0,0.0,7.0,0.06334228515625,0.0,0.0197705078125,0.0,0.00439208984375
159,http://scontent-a.cdninstagram.com/hphotos-xpf1/t51.2885-15/1515611_711784678840562_884857871_n.jpg,2.0,0.0,0.0,0.0,1.0,0.00052978515625,0.0,0.0,0.0,0.00026611328125
160,http://scontent-b.cdninstagram.com/hphotos-xpf1/t51.2885-15/1530623_242190332625087_2043804489_n.jpg,3.0,0.0,1.0,0.0,2.0,0.001552734375,0.0,0.00056396484375,0.0,0.00106689453125
161,http://scontent-a.cdninstagram.com/hphotos-xap1/t51.2885-15/924216_639954446045589_704502933_n.jpg,2.0,0.0,1.0,0.0,1.0,0.0005419921875,0.0,0.00026123046875,0.0,0.00026123046875
162,http://scontent-a.cdninstagram.com/hphotos-xfa1/t51.2885-15/1389285_203398843177097_1320788740_n.jpg,25.0,2.0,5.0,0.0,4.0,0.0408203125,0.02108154296875,0.010634765625,0.0,0.003408203125
163,http://scontent-b.cdninstagram.com/hphotos-xaf1/t51.2885-15/1172085_551331471618796_1760388551_n.jpg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
